success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,participant_gender,stimulus,response,timeout,failed_images,failed_audio,failed_video,figure,difficulty,response_time_seconds,text_response,word_count,response_index,question_order,file_name
NA,5618,survey-text,9,2.0.0,111029,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""no idea""}",NA,NA,NA,NA,stimuli/126.jpg,hard,NA,no idea,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,9652,survey-text,10,2.0.0,120683,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""like a b2 bomber airplane""}",NA,NA,NA,NA,stimuli/46.jpg,easy,NA,like a b2 bomber airplane,5,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,7390,survey-text,11,2.0.0,128075,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""some odd bird""}",NA,NA,NA,NA,stimuli/142.jpg,hard,NA,some odd bird,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,14748,survey-text,12,2.0.0,142824,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""more than half of a square""}",NA,NA,NA,NA,stimuli/38.jpg,easy,NA,more than half of a square,6,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,17903,survey-text,13,2.0.0,160729,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""abstract plus sign but sharp""}",NA,NA,NA,NA,stimuli/94.jpg,medium,NA,abstract plus sign but sharp,5,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,13861,survey-text,14,2.0.0,174591,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""cornered off square, not quite a pentagon""}",NA,NA,NA,NA,stimuli/14.jpg,easy,NA,"cornered off square, not quite a pentagon",7,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,7909,survey-text,15,2.0.0,182501,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""like a y""}",NA,NA,NA,NA,stimuli/70.jpg,medium,NA,like a y,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,9013,survey-text,16,2.0.0,191516,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""reminds me of a shrimp""}",NA,NA,NA,NA,stimuli/150.jpg,hard,NA,reminds me of a shrimp,5,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,5559,survey-text,17,2.0.0,197076,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""a 'c'""}",NA,NA,NA,NA,stimuli/62.jpg,medium,NA,a 'c',2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,24188,survey-text,18,2.0.0,221266,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""kind of like a diamond, 7 sides though""}",NA,NA,NA,NA,stimuli/22.jpg,easy,NA,"kind of like a diamond, 7 sides though",8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,10041,survey-text,19,2.0.0,231309,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""looks like a plug""}",NA,NA,NA,NA,stimuli/102.jpg,medium,NA,looks like a plug,4,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,6998,survey-text,20,2.0.0,238308,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""no idea""}",NA,NA,NA,NA,stimuli/118.jpg,hard,NA,no idea,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,11974,survey-text,21,2.0.0,250283,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""mix of squares and triangles""}",NA,NA,NA,NA,stimuli/110.jpg,hard,NA,mix of squares and triangles,5,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,7575,survey-text,22,2.0.0,257859,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""a 'v'""}",NA,NA,NA,NA,stimuli/30.jpg,easy,NA,a 'v',2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,20662,survey-text,23,2.0.0,278523,pkgdp9lotx5,NA,NA,NA,"{""image_description"":""resembles a bird, its mostly 4 triangles""}",NA,NA,NA,NA,stimuli/78.jpg,medium,NA,"resembles a bird, its mostly 4 triangles",7,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,8347,survey-text,24,2.0.0,286872,pkgdp9lotx5,NA,NA,NA,"{""participant_major"":""cognitive & behavioral neuroscience""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
NA,2681,survey-multi-choice,25,2.2.0,289555,pkgdp9lotx5,NA,NA,NA,"{""participant_gender"":""Non-binary""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[2],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkgdp9lotx5_1772139755752.csv
TRUE,160391,fullscreen,0,null,161398,pkhdhamv056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,8115,html-keyboard-response,1,2.0.0,169517,pkhdhamv056,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,1795,survey-text,2,2.0.0,171327,pkhdhamv056,NA,NA,NA,"{""participant_id"":""lamb""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
TRUE,NA,preload,3,2.0.0,171782,pkhdhamv056,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,5472,survey-text,4,2.0.0,177274,pkhdhamv056,NA,NA,NA,"{""image_description"":""arrow sideways""}",NA,NA,NA,NA,stimuli/28.jpg,easy,NA,arrow sideways,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,8166,survey-text,5,2.0.0,185442,pkhdhamv056,NA,NA,NA,"{""image_description"":""A persons face / a state\n""}",NA,NA,NA,NA,stimuli/44.jpg,easy,NA,"A persons face / a state
",6,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,9612,survey-text,6,2.0.0,195058,pkhdhamv056,NA,NA,NA,"{""image_description"":""broken maple leaf""}",NA,NA,NA,NA,stimuli/116.jpg,hard,NA,broken maple leaf,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,4930,survey-text,7,2.0.0,199991,pkhdhamv056,NA,NA,NA,"{""image_description"":""sea horse""}",NA,NA,NA,NA,stimuli/140.jpg,hard,NA,sea horse,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,11997,survey-text,8,2.0.0,211992,pkhdhamv056,NA,NA,NA,"{""image_description"":""funky ohio""}",NA,NA,NA,NA,stimuli/76.jpg,medium,NA,funky ohio,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,6312,survey-text,9,2.0.0,218306,pkhdhamv056,NA,NA,NA,"{""image_description"":""two shoes""}",NA,NA,NA,NA,stimuli/156.jpg,hard,NA,two shoes,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,4953,survey-text,10,2.0.0,223260,pkhdhamv056,NA,NA,NA,"{""image_description"":""person with big nose""}",NA,NA,NA,NA,stimuli/36.jpg,easy,NA,person with big nose,4,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,5730,survey-text,11,2.0.0,228993,pkhdhamv056,NA,NA,NA,"{""image_description"":""explosion""}",NA,NA,NA,NA,stimuli/132.jpg,hard,NA,explosion,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,14981,survey-text,12,2.0.0,243978,pkhdhamv056,NA,NA,NA,"{""image_description"":""A dog barking (just the head0""}",NA,NA,NA,NA,stimuli/124.jpg,hard,NA,A dog barking (just the head0,6,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,5813,survey-text,13,2.0.0,249794,pkhdhamv056,NA,NA,NA,"{""image_description"":""A dragon head""}",NA,NA,NA,NA,stimuli/92.jpg,medium,NA,A dragon head,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,5230,survey-text,14,2.0.0,255027,pkhdhamv056,NA,NA,NA,"{""image_description"":""A frog head""}",NA,NA,NA,NA,stimuli/60.jpg,medium,NA,A frog head,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,2829,survey-text,15,2.0.0,257858,pkhdhamv056,NA,NA,NA,"{""image_description"":""triangle""}",NA,NA,NA,NA,stimuli/4.jpg,easy,NA,triangle,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,7401,survey-text,16,2.0.0,265261,pkhdhamv056,NA,NA,NA,"{""image_description"":""A Phoenix ""}",NA,NA,NA,NA,stimuli/148.jpg,hard,NA,A Phoenix,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,6260,survey-text,17,2.0.0,271524,pkhdhamv056,NA,NA,NA,"{""image_description"":""A state""}",NA,NA,NA,NA,stimuli/68.jpg,medium,NA,A state,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,19165,survey-text,18,2.0.0,290692,pkhdhamv056,NA,NA,NA,"{""image_description"":""Not sure, maybe an axe, coming out of a tree or wall""}",NA,NA,NA,NA,stimuli/100.jpg,medium,NA,"Not sure, maybe an axe, coming out of a tree or wall",12,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,20814,survey-text,19,2.0.0,311509,pkhdhamv056,NA,NA,NA,"{""image_description"":""a vacuum on the left and a pickaxe on the right""}",NA,NA,NA,NA,stimuli/108.jpg,hard,NA,a vacuum on the left and a pickaxe on the right,11,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,20766,survey-text,20,2.0.0,332277,pkhdhamv056,NA,NA,NA,"{""image_description"":""a sardine from spongebob talking""}",NA,NA,NA,NA,stimuli/52.jpg,easy,NA,a sardine from spongebob talking,5,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,3997,survey-text,21,2.0.0,336277,pkhdhamv056,NA,NA,NA,"{""image_description"":""nevada ""}",NA,NA,NA,NA,stimuli/12.jpg,easy,NA,nevada,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,11914,survey-text,22,2.0.0,348194,pkhdhamv056,NA,NA,NA,"{""image_description"":""a kettle that is open for water""}",NA,NA,NA,NA,stimuli/84.jpg,medium,NA,a kettle that is open for water,7,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,3544,survey-text,23,2.0.0,351741,pkhdhamv056,NA,NA,NA,"{""image_description"":""a state""}",NA,NA,NA,NA,stimuli/20.jpg,easy,NA,a state,2,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,2794,survey-text,24,2.0.0,354537,pkhdhamv056,NA,NA,NA,"{""participant_major"":""COGS - ML""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
NA,1500,survey-multi-choice,25,2.2.0,356042,pkhdhamv056,NA,NA,NA,"{""participant_gender"":""Male""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[1],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pkhdhamv056_1772140492285.csv
TRUE,1412,fullscreen,0,null,2420,pltgkvtgdxb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,14238,html-keyboard-response,1,2.0.0,16659,pltgkvtgdxb,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,2794,survey-text,2,2.0.0,19457,pltgkvtgdxb,NA,NA,NA,"{""participant_id"":""giraffe""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
TRUE,NA,preload,3,2.0.0,19753,pltgkvtgdxb,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,35116,survey-text,4,2.0.0,54874,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""Rectangle with a bite taken out of the bottom right corner.""}",NA,NA,NA,NA,stimuli/40.jpg,easy,NA,Rectangle with a bite taken out of the bottom right corner.,11,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,41970,survey-text,5,2.0.0,96846,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""Like the letter C with flames on the left side""}",NA,NA,NA,NA,stimuli/72.jpg,medium,NA,Like the letter C with flames on the left side,10,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,26711,survey-text,6,2.0.0,123559,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""Maine, but fatter""}",NA,NA,NA,NA,stimuli/24.jpg,easy,NA,"Maine, but fatter",3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,17970,survey-text,7,2.0.0,141530,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""Pyramid head from silent hill 2 but sideways""}",NA,NA,NA,NA,stimuli/16.jpg,easy,NA,Pyramid head from silent hill 2 but sideways,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,26638,survey-text,8,2.0.0,168170,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""Bed head for somebody with medium-long hair""}",NA,NA,NA,NA,stimuli/112.jpg,hard,NA,Bed head for somebody with medium-long hair,7,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,11953,survey-text,9,2.0.0,180125,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""a swan flying with big feet""}",NA,NA,NA,NA,stimuli/128.jpg,hard,NA,a swan flying with big feet,6,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,12213,survey-text,10,2.0.0,192340,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""vulpix from pokemon""}",NA,NA,NA,NA,stimuli/144.jpg,hard,NA,vulpix from pokemon,3,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,39084,survey-text,11,2.0.0,231426,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""scrappy doo with a jet propellor on his back, sliding across the ground on a piece of cardboard""}",NA,NA,NA,NA,stimuli/120.jpg,hard,NA,"scrappy doo with a jet propellor on his back, sliding across the ground on a piece of cardboard",18,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,32772,survey-text,12,2.0.0,264201,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""a ghost with a pointy hat and flappy arms flying through the air""}",NA,NA,NA,NA,stimuli/104.jpg,medium,NA,a ghost with a pointy hat and flappy arms flying through the air,13,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,48277,survey-text,13,2.0.0,312479,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""w carved out of rock by someone who is not an experienced stone mason""}",NA,NA,NA,NA,stimuli/160.jpg,hard,NA,w carved out of rock by someone who is not an experienced stone mason,14,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,46077,survey-text,14,2.0.0,358558,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""a profile view of a knight's helmet, like one with just the eye slit""}",NA,NA,NA,NA,stimuli/56.jpg,medium,NA,"a profile view of a knight's helmet, like one with just the eye slit",14,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,40964,survey-text,15,2.0.0,399523,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""a bird flying downwards and to the righ""}",NA,NA,NA,NA,stimuli/64.jpg,medium,NA,a bird flying downwards and to the righ,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,29081,survey-text,16,2.0.0,428605,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""backwards N, but chunkier\n""}",NA,NA,NA,NA,stimuli/48.jpg,easy,NA,"backwards N, but chunkier
",4,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,22700,survey-text,17,2.0.0,451307,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""crumpled up construction paper""}",NA,NA,NA,NA,stimuli/96.jpg,medium,NA,crumpled up construction paper,4,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,44777,survey-text,18,2.0.0,496086,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""an anchor drawn by someone who has never seen an anchor and had it described to them by a 6 year old""}",NA,NA,NA,NA,stimuli/88.jpg,medium,NA,an anchor drawn by someone who has never seen an anchor and had it described to them by a 6 year old,22,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,27387,survey-text,19,2.0.0,523475,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""a lid to a soy sauce bottle that has a chip missing out of the bottom""}",NA,NA,NA,NA,stimuli/32.jpg,easy,NA,a lid to a soy sauce bottle that has a chip missing out of the bottom,16,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,39810,survey-text,20,2.0.0,563287,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""a deer man wearing a collared shirt (just the neck and head portion)""}",NA,NA,NA,NA,stimuli/152.jpg,hard,NA,a deer man wearing a collared shirt (just the neck and head portion),13,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,14223,survey-text,21,2.0.0,577512,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""rhombus""}",NA,NA,NA,NA,stimuli/8.jpg,easy,NA,rhombus,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,20050,survey-text,22,2.0.0,597564,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""carrot being zapped by a big lightning bolt""}",NA,NA,NA,NA,stimuli/80.jpg,medium,NA,carrot being zapped by a big lightning bolt,8,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,12788,survey-text,23,2.0.0,610354,pltgkvtgdxb,NA,NA,NA,"{""image_description"":""charizard from pokemon flying""}",NA,NA,NA,NA,stimuli/136.jpg,hard,NA,charizard from pokemon flying,4,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,8834,survey-text,24,2.0.0,619190,pltgkvtgdxb,NA,NA,NA,"{""participant_major"":""Cognitive and Behavioral Neuroscience""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
NA,2320,survey-multi-choice,25,2.2.0,621512,pltgkvtgdxb,NA,NA,NA,"{""participant_gender"":""Male""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,[1],[0],/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pltgkvtgdxb_1772141138885.csv
TRUE,1827,fullscreen,0,null,2850,plxr30ek62n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
NA,13761,html-keyboard-response,1,2.0.0,16613,plxr30ek62n,NA,NA,"
    <div>
      <p>Welcome to our experiment!</p>
      <p>In each trial, you will see a shape. Describe the shape as accurately as you can in the provided textbox.</p>
      <p>Your description can be as long or as short as you’d like, from just a few words up to a whole paragraph if you feel that is necessary.</p>
      <p></p>
      <p>The next page will ask for participant ID.</p>
      <p></p>
      <p>After all the trials have been completed, the last page will ask for some demographic information.</p>
      <p></p>
      <p>Once you are ready to start, click any button.</p>
    </div>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
NA,7232,survey-text,2,2.0.0,23851,plxr30ek62n,NA,NA,NA,"{""participant_id"":""A18534325""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
TRUE,NA,preload,3,2.0.0,24006,plxr30ek62n,NA,NA,NA,NA,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
NA,59491,survey-text,4,2.0.0,83506,plxr30ek62n,NA,NA,NA,"{""image_description"":""it looks like a hexagon meets a house. like a triangle on top and more of a square look at the bottom with some cutouts.""}",NA,NA,NA,NA,stimuli/107.jpg,hard,NA,it looks like a hexagon meets a house. like a triangle on top and more of a square look at the bottom with some cutouts.,25,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
NA,42725,survey-text,5,2.0.0,126235,plxr30ek62n,NA,NA,NA,"{""image_description"":""the very left looks like a boba cup and the rest looks like a sharp tooth like the one you'd see in a dentist office as decor in a way.""}",NA,NA,NA,NA,stimuli/59.jpg,medium,NA,the very left looks like a boba cup and the rest looks like a sharp tooth like the one you'd see in a dentist office as decor in a way.,30,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
NA,24922,survey-text,6,2.0.0,151160,plxr30ek62n,NA,NA,NA,"{""image_description"":""this looks like a christmas tree a bit with a mix of a graduation cap on top.""}",NA,NA,NA,NA,stimuli/147.jpg,hard,NA,this looks like a christmas tree a bit with a mix of a graduation cap on top.,17,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
NA,44522,survey-text,7,2.0.0,195686,plxr30ek62n,NA,NA,NA,"{""image_description"":""it looks like a snail/slug with a sharp tail and a head like picachoo""}",NA,NA,NA,NA,stimuli/83.jpg,medium,NA,it looks like a snail/slug with a sharp tail and a head like picachoo,14,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/plxr30ek62n_1772138780029.csv
